business_name,city,metro,vertical,owner_name,source_platforms,source_url,practo_profile_url,justdial_url,phone,website_url,linkedin_url,tier,fit_score,reason_for_fit,risk_notes,recommended_channel
Joshi Polyclinic Heart Care & Shruti Pathology Lab,Pune,Pune,Diagnostic labs,Dr. Anupama Joshi,Practo; Justdial,https://www.practo.com/pune/Clinic/joshi-cardiac-centre-shivajinagar,https://www.practo.com/pune/doctor/dr-anupama-joshi-general-pathologist?practice_id=660390&specialization=Pathologist&referrer=doctor_listing,https://www.justdial.com/Pune/Joshi-Polyclinic-Above-Canara-Bank-General-Branch-Deep-Bunglow-Chowk-Near-Model-Colony-Near-H-D-F-C-Bank-Shivaji-Nagar/020PXX20-XX20-121012131916-B9X4_BZDET,,,,Tier 2,76,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Owner not independently confirmed; Practo verifies named pathologist attached to lab/clinic.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
HEALTHAURA PATHOLOGY LABORATORY,Pune,Pune,Diagnostic labs,Dr. Prachi Bhagwat,Practo; Justdial,https://www.practo.com/pune/Clinic/healthaura-pathology-laboratory-baner,https://www.practo.com/pune/doctor/dr-prachi-bhagwat-pathologist?practice_id=1152789&specialization=Pathologist&referrer=doctor_listing,https://www.justdial.com/Pune/Healthaura-Pathology-Laboratory-Near-Balewadi-Phata-Tulip-Towers-Opposite-Primrose-Mall-Dutta-Mandir-Baner/020PXX20-XX20-170628201655-D6S5_BZDET,,,,Tier 2,76,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Owner not independently confirmed; Practo verifies named pathologist attached to lab/clinic.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
Dr. Agarwal's Dental Clinic & Pathology Lab,Pune,Pune,Diagnostic labs,Dr. Sushil T. Agarwal,Practo,https://www.practo.com/pune/Clinic/dr-agarwal-s-dental-clinic-pathology-lab-viman-nagar,https://www.practo.com/pune/doctor/dr-sushil-t-agarwal-pathologist-2?practice_id=679518&specialization=Pathologist&referrer=doctor_listing,,,,,Tier 2,82,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Doctor-named lab gives stronger owner/pathologist-led signal; still verify ownership before outreach.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
Dr. Kale Polyclinc & Pathlab,Pune,Pune,Diagnostic labs,Dr. Yaminy Narendra Kale,Practo,https://www.practo.com/pune/Clinic/dr-kale-polyclinc-and-pathlab-pimple-saudagar,https://www.practo.com/pune/doctor/dr-yamini-narendra-kale-pathologist?practice_id=1010866&specialization=Pathologist&referrer=doctor_listing,,,,,Tier 2,82,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Doctor-named lab gives stronger owner/pathologist-led signal; still verify ownership before outreach.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
PrimeX Health - Pathology,Pune,Pune,Diagnostic labs,Dr. Mrunali Tadelkar,Practo,https://www.practo.com/pune/Clinic/pathologist-dhanori,https://www.practo.com/pune/doctor/mrunali-tadelkar-pathologist?practice_id=1005387&specialization=Pathologist&referrer=doctor_listing,,,,,Tier 2,76,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Owner not independently confirmed; Practo verifies named pathologist attached to lab/clinic.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
Dr. Bapte Pathology Laboratory,Pune,Pune,Diagnostic labs,Dr. Umeshkumar Bapte,Practo,https://www.practo.com/pune/Clinic/umeshkumar-bapte-hadapsar,https://www.practo.com/pune/doctor/umeshkumar-bapte-pathologist?practice_id=1068699&specialization=Pathologist&referrer=doctor_listing,,,,,Tier 2,82,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Doctor-named lab gives stronger owner/pathologist-led signal; still verify ownership before outreach.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
Dr Tayade's Pathlab Diagnostic Center,Pune,Pune,Diagnostic labs,Dr. Yogesh Tayade,Practo,https://www.practo.com/pune/Clinic/dr-tayade-s-pathlab-diagnostic-center-wakad,https://www.practo.com/pune/doctor/dr-yogesh-tayade?practice_id=1152806&specialization=Pathologist&referrer=doctor_listing,,,,,Tier 2,82,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Doctor-named lab gives stronger owner/pathologist-led signal; still verify ownership before outreach.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
Dr. Baviskar Pathology Diagnostic Center,Pune,Pune,Diagnostic labs,Dr. Mahesh Baviskar,Practo,https://www.practo.com/pune/Clinic/dr-baviskar-pathology-diagnostic-center-pimple-saudagar-1,https://www.practo.com/pune/doctor/mahesh-baviskar-pathologist?practice_id=1136086&specialization=Pathologist&referrer=doctor_listing,,,,,Tier 2,82,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Doctor-named lab gives stronger owner/pathologist-led signal; still verify ownership before outreach.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
Shriram Laboratories,Pune,Pune,Diagnostic labs,Dr. Sharada Tiwari,Practo; Justdial,https://www.practo.com/pune/Diagnostic/shriram-laboratories-shukrawar-peth,https://www.practo.com/pune/doctor/sharada-tiwari-pathologist?practice_id=786222&specialization=Pathologist&referrer=doctor_listing,https://www.justdial.com/Pune/Shriram-Pathology-Laboratories-Near-Abhiruchi-City-Pride-Multiplex-Sinhagad-Road-Vadgaon-Budruk/020P7300823_BZDET,,,,Tier 2,76,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Owner not independently confirmed; Practo verifies named pathologist attached to lab/clinic.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
Pragati Pathology Lab,Pune,Pune,Diagnostic labs,Dr. Priyanka Gandhi,Practo; Justdial,https://www.practo.com/pune/Clinic/pragati-pathology-lab-wakad,https://www.practo.com/pune/doctor/priyanka-gandhi-pathologist?practice_id=1447370&specialization=Pathologist&referrer=doctor_listing,https://www.justdial.com/Pune/Pragati-Pathology-Laboratory-Opposite-To-Kirad-Hospital-Nana-Peth/020PXX20-XX20-180626133742-S8L6_BZDET,,,,Tier 2,76,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Owner not independently confirmed; Practo verifies named pathologist attached to lab/clinic.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
Parikshan Surgical Pathology & Cytology Lab,Mumbai,Mumbai,Diagnostic labs,Dr. Gauri Vidolkar,Practo; Justdial,https://www.practo.com/mumbai/Clinic/parikshan-surgical-pathology-cytology-lab-mulund,https://www.practo.com/mumbai/doctor/dr-gauri-vidolkar?practice_id=1177254&specialization=Pathologist&referrer=doctor_listing,https://www.justdial.com/Mumbai/Parikshan-Surgical-Pathology-Cytology-Lab-Near-Panchrasta-Circle-Mulund-West/022PXX22-XX22-180201114005-A7M2_BZDET,,,,Tier 1,76,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Owner not independently confirmed; Practo verifies named pathologist attached to lab/clinic.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
Avior Clinical Diagnostic Centre,Mumbai,Mumbai,Diagnostic labs,Dr. Nilesh Naphade,Practo,https://www.practo.com/mumbai/Clinic/avior-clinical-diagnostic-centre-mulund-east,https://www.practo.com/mumbai/doctor/dr-nilesh-naphade-pathologist?practice_id=1142448&specialization=Pathologist&referrer=doctor_listing,,,,,Tier 1,76,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Owner not independently confirmed; Practo verifies named pathologist attached to lab/clinic.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
Dr. Purandare's Diagnostic Centre,Mumbai,Mumbai,Diagnostic labs,Dr. Anuja S. Purandare,Practo,https://www.practo.com/mumbai/Clinic/dr-purandare-s-diagnostic-centre-charni-road,https://www.practo.com/mumbai/doctor/dr-anuja-purandare?practice_id=1165938&specialization=Pathologist&referrer=doctor_listing,,,,,Tier 1,82,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Doctor-named lab gives stronger owner/pathologist-led signal; still verify ownership before outreach.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
Vivek Pathology Laboratory,Mumbai,Mumbai,Diagnostic labs,Dr. Ninad Shah,Practo; Justdial,https://www.practo.com/mumbai/Clinic/vivek-pathology-laboratory-borivali-west,https://www.practo.com/mumbai/doctor/dr-ninad-shah-pathologist-1?practice_id=702030&specialization=Pathologist&referrer=doctor_listing,https://www.justdial.com/Mumbai/Vivek-Pathology-Laboratory-Near-Korakendra-Opposite-Adidas-Showroom-Opposite-Flyover-Bridge-Near-Kora-Kendra-Borivali-West/022PSE10004_BZDET,,,,Tier 1,76,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Owner not independently confirmed; Practo verifies named pathologist attached to lab/clinic.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
Gurudev Dutta Diagonist Center,Mumbai,Mumbai,Diagnostic labs,Dr. Samir Pachpute,Practo; Justdial,https://www.practo.com/mumbai/Clinic/gurudev-dutta-diagonist-center-kurla-east,https://www.practo.com/mumbai/doctor/samir-pachpute-pathologist?practice_id=842442&specialization=Pathologist&referrer=doctor_listing,https://www.justdial.com/Mumbai/Gurudev-Dutta-Diagonist-Center-Near-Nehru-Nagar-Bus-Stop-Kurla-East/022PXX22-XX22-170127231108-V8I3_BZDET,,,,Tier 1,76,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Owner not independently confirmed; Practo verifies named pathologist attached to lab/clinic.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
Dr Kansaria Bharat's Diagnostic Centre,Mumbai,Mumbai,Diagnostic labs,Dr. Kansaria Bharat Nagindas,Practo; Justdial,https://www.practo.com/mumbai/Clinic/dr-kansaria-bharat-n-diagnostic-centre-kandivali-west-1,https://www.practo.com/mumbai/doctor/kansaria-bharat-nagindas-pathologist?practice_id=1186822&specialization=Pathologist&referrer=doctor_listing,https://www.justdial.com/Mumbai/Bharat-Kansaria-Diagnostic-Centre-Near-Bajaj-School-And-Vyas-Classes-Kandivali-West/022PGE03983_BZDET,,,,Tier 1,82,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Doctor-named lab gives stronger owner/pathologist-led signal; still verify ownership before outreach.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
DVA DIAGNOSTICS PATHOLOGY LABORATORY,Mumbai,Mumbai,Diagnostic labs,Dr. Abhijit P. Ahire,Practo; Justdial,https://www.practo.com/mumbai/Clinic/dva-diagnostics-pathology-laboratory-mulund-east,https://www.practo.com/mumbai/doctor/dr-abhijit-14-pathologist?practice_id=1287848&specialization=Pathologist&referrer=doctor_listing,https://www.justdial.com/Mumbai/Dva-Diagnostics-Pathology-Laboratory-Opposite-Fish-Market-Mulund-East/022PXX22-XX22-170607132923-G8I9_BZDET,,,,Tier 1,76,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Owner not independently confirmed; Practo verifies named pathologist attached to lab/clinic.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
THE Lab Beyond Excellence,Mumbai,Mumbai,Diagnostic labs,Dr. ASHISH BHOSLE,Practo; Justdial,https://www.practo.com/mumbai/Clinic/the-lab-beyond-excellence-1-mira-bhayandar-road,https://www.practo.com/mumbai/doctor/the-lab-pathologist?practice_id=1154280&specialization=Pathologist&referrer=doctor_listing,https://www.justdial.com/Thane/The-Lab-Beyond-Excellence-Near-Jyoti-Stationary-Sector-No-4-Shanti-Nagar-Prabhakar-Chs-Mira-Road-East/022PXX22-XX22-130108192750-X6S8_BZDET,,,,Tier 1,76,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Owner not independently confirmed; Practo verifies named pathologist attached to lab/clinic.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
Bapat's Pathology Laboratory,Mumbai,Mumbai,Diagnostic labs,Dr. Suresh Bhanushali,Practo,https://www.practo.com/mumbai/Clinic/bapat-s-pathology-lab-powai,https://www.practo.com/mumbai/doctor/suresh-bhanushali-pathologist?practice_id=1109432&specialization=Pathologist&referrer=doctor_listing,,,,,Tier 1,82,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Doctor-named lab gives stronger owner/pathologist-led signal; still verify ownership before outreach.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
Helios Wellness Diagnostics,Mumbai,Mumbai,Diagnostic labs,Dr. Meera Prabhu,Practo; Justdial,https://www.practo.com/mumbai/Clinic/helios-wellness-diagnostics-goregaon-west,https://www.practo.com/mumbai/doctor/meera-prabhu-pathologist?practice_id=1364994&specialization=Pathologist&referrer=doctor_listing,https://www.justdial.com/Mumbai/Helios-Wellness-Diagnostics-Behind-Waman-Hari-Pethe-Goregaon-West/022PXX22-XX22-220222143022-Y9S4_BZDET,09972438985,,,Tier 1,76,"Independent/local diagnostic or pathology lab surfaced on Practo with named pathologist; likely needs website, booking, reporting automation and trust/compliance hygiene.",Owner not independently confirmed; Practo verifies named pathologist attached to lab/clinic.,Phone/WhatsApp if number verified; otherwise Practo/Justdial listing enquiry or website/contact-form follow-up.
