row_id,vertical,business_name,owner_name,city,metro,website,google_rating,google_reviews_count,whatsapp_number,instagram_handle,source_url,source_platform,status,notes
DL-NCR-020,dental_clinic,Holistic Dental Clinic,Dr. Anu Rathi,DLF Phase IV,Delhi NCR,,,,,,https://www.practo.com/gurgaon/doctor/anu-rathi-dentist?practice_id=1597828&specialization=Dentist&referrer=doctor_listing&page_uid=7c22ed7e-780b-4e3a-96a5-8a5cafdfcd9b,Practo,researched,Practo dentist listing; locality DLF Phase IV; practice_id 1597828; strong intent signal for appointment-led clinic lead.
DL-NCR-021,dental_clinic,Dantkriti,Dr. Himanshu Gupta,Gurgaon Sector 28,Delhi NCR,,,,,,https://www.practo.com/gurgaon/doctor/himanshu-gupta-2-dentist-2?practice_id=1112715&specialization=Dentist&referrer=doctor_listing&page_uid=7c22ed7e-780b-4e3a-96a5-8a5cafdfcd9b,Practo,researched,Practo dentist listing; locality Gurgaon Sector 28; practice_id 1112715; strong intent signal for appointment-led clinic lead.
DL-NCR-022,dental_clinic,Center For Dental Implants Esthetics,Dr. Jyoti,Gurgaon Sector 51,Delhi NCR,,,,,,https://www.practo.com/gurgaon/doctor/dr-joe-singh?practice_id=1264510&specialization=Dentist&referrer=doctor_listing&page_uid=7c22ed7e-780b-4e3a-96a5-8a5cafdfcd9b,Practo,researched,Practo dentist listing; locality Gurgaon Sector 51; practice_id 1264510; strong intent signal for appointment-led clinic lead.
DL-NCR-023,dental_clinic,All Smiles Dental And Polyclinic,Dr. Nikhil Sood,DLF Phase II,Delhi NCR,,,,,,https://www.practo.com/gurgaon/doctor/dr-nikhil-sood-dentist-1?practice_id=665133&specialization=Dentist&referrer=doctor_listing&page_uid=7c22ed7e-780b-4e3a-96a5-8a5cafdfcd9b,Practo,researched,Practo dentist listing; locality DLF Phase II; practice_id 665133; strong intent signal for appointment-led clinic lead.
DL-NCR-024,dental_clinic,My Braces Dental Clinic,Dr. Monica lall,Gurgaon Sector 57,Delhi NCR,,,,,,https://www.practo.com/gurgaon/doctor/dr-monica-lall-orthodontist?practice_id=778293&specialization=Dentist&referrer=doctor_listing&page_uid=7c22ed7e-780b-4e3a-96a5-8a5cafdfcd9b,Practo,researched,Practo dentist listing; locality Gurgaon Sector 57; practice_id 778293; strong intent signal for appointment-led clinic lead.
DL-NCR-025,dental_clinic,Arogyam Superspeciality Clinic,Dr. Sanyogita Yadav,Railway Road,Delhi NCR,,,,,,https://www.practo.com/gurgaon/doctor/sanyogita-yadav-dentist?practice_id=1016708&specialization=Dentist&referrer=doctor_listing&page_uid=7c22ed7e-780b-4e3a-96a5-8a5cafdfcd9b,Practo,researched,Practo dentist listing; locality Railway Road; practice_id 1016708; strong intent signal for appointment-led clinic lead.
DL-NCR-026,dental_clinic,Dr. (Prof) Vineet Vinayak Dental Practice,Dr. (Prof) Vineet Vinayak,Palam Vihar,Delhi NCR,,,,,,https://www.practo.com/gurgaon/doctor/vineet-vinayak-dentist?practice_id=1029763&specialization=Dentist&referrer=doctor_listing&page_uid=7c22ed7e-780b-4e3a-96a5-8a5cafdfcd9b,Practo,researched,Practo dentist listing; locality Palam Vihar; practice_id 1029763; strong intent signal for appointment-led clinic lead.
DL-NCR-027,dental_clinic,Kapoor Dental Clinic,Dr. Ankur Kapoor,Sanjay Nagar,Delhi NCR,,,,,,https://www.practo.com/ghaziabad/doctor/drankurkapoor86-gmail-com-dentist?practice_id=860899&specialization=Dentist&referrer=doctor_listing&page_uid=b73079ea-1e69-4b52-8e7e-d2a423a1a456,Practo,researched,Practo dentist listing; locality Sanjay Nagar; practice_id 860899; strong intent signal for appointment-led clinic lead.
DL-NCR-028,dental_clinic,Vr The Dentist,Dr. Vivek Sharma,Indirapuram,Delhi NCR,,,,,,https://www.practo.com/ghaziabad/doctor/dr-vivek-sharma-dentist-5?practice_id=649011&specialization=Dentist&referrer=doctor_listing&page_uid=b73079ea-1e69-4b52-8e7e-d2a423a1a456,Practo,researched,Practo dentist listing; locality Indirapuram; practice_id 649011; strong intent signal for appointment-led clinic lead.
DL-NCR-029,dental_clinic,Cures N Care Dental Clinic,Dr. Vineet Kapoor,Vasundhara,Delhi NCR,,,,,,https://www.practo.com/ghaziabad/doctor/dr-vineet-kapoor-dentist?practice_id=1161345&specialization=Dentist&referrer=doctor_listing&page_uid=b73079ea-1e69-4b52-8e7e-d2a423a1a456,Practo,researched,Practo dentist listing; locality Vasundhara; practice_id 1161345; strong intent signal for appointment-led clinic lead.
DL-NCR-030,dental_clinic,Dr. Sachin Khurana Dental Practice,Dr. Sachin Khurana,Vasundhara,Delhi NCR,,,,,,https://www.practo.com/ghaziabad/doctor/dr-sachin-khurana-2-dentist-1?practice_id=901544&specialization=Dentist&referrer=doctor_listing&page_uid=b73079ea-1e69-4b52-8e7e-d2a423a1a456,Practo,researched,Practo dentist listing; locality Vasundhara; practice_id 901544; strong intent signal for appointment-led clinic lead.
DL-NCR-031,dental_clinic,Dental Guardian,Dr. Swati Rai,Kavi Nagar,Delhi NCR,,,,,,https://www.practo.com/ghaziabad/doctor/swati-rai-dentist?practice_id=989457&specialization=Dentist&referrer=doctor_listing&page_uid=b73079ea-1e69-4b52-8e7e-d2a423a1a456,Practo,researched,Practo dentist listing; locality Kavi Nagar; practice_id 989457; strong intent signal for appointment-led clinic lead.
DL-NCR-032,dental_clinic,Raj Dental And Implant Expert,Dr. Mayank Gupta,Vasundhara,Delhi NCR,,,,,,https://www.practo.com/ghaziabad/doctor/dr-mayank-gupta-1-dentist?practice_id=1643346&specialization=Dentist&referrer=doctor_listing&page_uid=b73079ea-1e69-4b52-8e7e-d2a423a1a456,Practo,researched,Practo dentist listing; locality Vasundhara; practice_id 1643346; strong intent signal for appointment-led clinic lead.
DL-NCR-033,dental_clinic,A Dental Hub,Dr. Amit Tanwar,Sector 86,Delhi NCR,,,,,,https://www.practo.com/faridabad/doctor/amit-tanwar-1-dentist?practice_id=1131075&specialization=Dentist&referrer=doctor_listing&page_uid=4d8022ad-2501-43c0-a4b7-93fa505d71e2,Practo,researched,Practo dentist listing; locality Sector 86; practice_id 1131075; strong intent signal for appointment-led clinic lead.
DL-NCR-034,dental_clinic,Dr. Manav Lakhanpal Dental Practice,Dr. Manav Lakhanpal,Sector-16,Delhi NCR,,,,,,https://www.practo.com/faridabad/doctor/dr-manav-lakhanpal-dentist?practice_id=708288&specialization=Dentist&referrer=doctor_listing&page_uid=4d8022ad-2501-43c0-a4b7-93fa505d71e2,Practo,researched,Practo dentist listing; locality Sector-16; practice_id 708288; strong intent signal for appointment-led clinic lead.
DL-NCR-035,dental_clinic,Deep Dental Care Treatment Centre,Dr. Rajiv Goel,Sector 15,Delhi NCR,,,,,,https://www.practo.com/faridabad/doctor/dr-rajiv-goel-dentist-2?practice_id=1114223&specialization=Dentist&referrer=doctor_listing&page_uid=4d8022ad-2501-43c0-a4b7-93fa505d71e2,Practo,researched,Practo dentist listing; locality Sector 15; practice_id 1114223; strong intent signal for appointment-led clinic lead.
DL-NCR-036,dental_clinic,Sarvodya Hospital,Dr. Nishtha Gupta,Gopi Colony,Delhi NCR,,,,,,https://www.practo.com/faridabad/doctor/nishtha-gupta-dentist?practice_id=831093&specialization=Dentist&referrer=doctor_listing&page_uid=4d8022ad-2501-43c0-a4b7-93fa505d71e2,Practo,researched,Practo dentist listing; locality Gopi Colony; practice_id 831093; strong intent signal for appointment-led clinic lead.
DL-NCR-037,dental_clinic,Dr. Tarun Mahajan Dental Practice,Dr. Tarun Mahajan,Old Faridabad,Delhi NCR,,,,,,https://www.practo.com/faridabad/doctor/dr-tarun-mahajan-2-dentist?practice_id=712456&specialization=Dentist&referrer=doctor_listing&page_uid=4d8022ad-2501-43c0-a4b7-93fa505d71e2,Practo,researched,Practo dentist listing; locality Old Faridabad; practice_id 712456; strong intent signal for appointment-led clinic lead.
DL-NCR-038,dental_clinic,Multi Specialty Magnus Dental Clinic,Dr. M Aslam Rehman,New Industrial Township 3,Delhi NCR,,,,,,https://www.practo.com/faridabad/doctor/aslam-khan-1-dentist?practice_id=1233343&specialization=Dentist&referrer=doctor_listing&page_uid=4d8022ad-2501-43c0-a4b7-93fa505d71e2,Practo,researched,Practo dentist listing; locality New Industrial Township 3; practice_id 1233343; strong intent signal for appointment-led clinic lead.
DL-NCR-039,dental_clinic,Centre For Smile,Dr. Sonakshi Varun,Sector 9,Delhi NCR,,,,,,https://www.practo.com/faridabad/doctor/sonakshi-varun-dentist?practice_id=961258&specialization=Dentist&referrer=doctor_listing&page_uid=4d8022ad-2501-43c0-a4b7-93fa505d71e2,Practo,researched,Practo dentist listing; locality Sector 9; practice_id 961258; strong intent signal for appointment-led clinic lead.
DL-NCR-040,dental_clinic,Dr. Vishal Jain Dental Practice,Dr. Vishal Jain,Sector 46,Delhi NCR,,,,,,https://www.practo.com/faridabad/doctor/dr-vishal-jain-1-dentist?practice_id=708877&specialization=Dentist&referrer=doctor_listing&page_uid=4d8022ad-2501-43c0-a4b7-93fa505d71e2,Practo,researched,Practo dentist listing; locality Sector 46; practice_id 708877; strong intent signal for appointment-led clinic lead.
DL-NCR-041,diagnostic_lab,Dr. Lal PathLabs,,Delhi,Delhi NCR,https://www.lalpathlabs.com/,,,,,https://www.lalpathlabs.com/,Official site,researched,"Large Delhi-origin diagnostic chain; official site lists lab testing and home sample collection, high digital demand signal."
DL-NCR-042,diagnostic_lab,Metropolis Healthcare,,Delhi NCR,Delhi NCR,https://www.metropolisindia.com/,,,,,https://www.metropolisindia.com/,Official site,researched,National diagnostic lab brand serving NCR; strong online booking and home visit orientation.
DL-NCR-043,diagnostic_lab,Apollo Diagnostics,,Delhi NCR,Delhi NCR,https://apollodiagnostics.in/,,,,,https://apollodiagnostics.in/,Official site,researched,Diagnostic chain with online test booking; relevant for automation and local SEO services.
DL-NCR-044,diagnostic_lab,Max Lab,,Delhi NCR,Delhi NCR,https://www.maxlab.co.in/,,,,,https://www.maxlab.co.in/,Official site,researched,NCR healthcare group diagnostics arm; online reports/test booking signal.
DL-NCR-045,diagnostic_lab,Redcliffe Labs,,Noida,Delhi NCR,https://redcliffelabs.com/,,,,,https://redcliffelabs.com/,Official site,researched,Noida/NCR-based diagnostics brand; digital-first test booking and home collection signal.
DL-NCR-046,diagnostic_lab,Healthians,,Gurugram,Delhi NCR,https://www.healthians.com/,,,,,https://www.healthians.com/,Official site,researched,Gurugram-origin health-test platform; strong automation/home collection fit. Site returned 403 to bot but public URL exists.
DL-NCR-047,diagnostic_lab,Thyrocare,,Delhi NCR,Delhi NCR,https://www.thyrocare.com/,,,,,https://www.thyrocare.com/,Official site,researched,"National pathology chain with NCR presence; public official site, home collection model."
DL-NCR-048,diagnostic_lab,Agilus Diagnostics,,Delhi NCR,Delhi NCR,https://agilusdiagnostics.com/,,,,,https://agilusdiagnostics.com/,Official site,researched,"Former SRL Diagnostics brand; official site public, diagnostic network lead candidate."
DL-NCR-049,diagnostic_lab,Oncquest Laboratories,,Gurugram,Delhi NCR,https://oncquestlabs.com/,,,,,https://oncquestlabs.com/,Official site,researched,Gurugram/Delhi NCR lab brand; specialist pathology and corporate health signal.
DL-NCR-050,diagnostic_lab,CORE Diagnostics,,Gurugram,Delhi NCR,https://www.corediagnostics.in/,,,,,https://www.corediagnostics.in/,Official site,researched,"Gurugram-based advanced diagnostics; premium/specialist lab, likely needs trust/compliance positioning."
DL-NCR-051,diagnostic_lab,Ganesh Diagnostic & Imaging Centre,,Delhi,Delhi NCR,https://www.ganeshdiagnostic.com/,,,,,https://www.ganeshdiagnostic.com/,Official site,researched,Delhi diagnostic/imaging provider with online test content; local SEO and conversion opportunity.
DL-NCR-052,diagnostic_lab,House of Diagnostics,,Delhi NCR,Delhi NCR,https://www.houseofdiagnostics.com/,,,,,https://www.houseofdiagnostics.com/,Official site,researched,"NCR diagnostic/imaging chain; public official site, multi-location digital presence signal."
DL-NCR-053,diagnostic_lab,City X-Ray & Scan Clinic,,Delhi,Delhi NCR,https://www.cityxrayclinic.com/,,,,,https://www.cityxrayclinic.com/,Official site,researched,Established Delhi imaging/diagnostics clinic; local search and appointment workflow potential.
DL-NCR-054,diagnostic_lab,Mahajan Imaging & Labs,,Delhi,Delhi NCR,https://www.mahajanimaging.com/,,,,,https://www.mahajanimaging.com/,Official site,researched,"Established Delhi imaging/lab brand; premium diagnostics, appointment and trust content opportunity."
DL-NCR-055,diagnostic_lab,Aarthi Scans and Labs,,Delhi NCR,Delhi NCR,https://aarthiscan.com/,,,,,https://aarthiscan.com/,Official site,researched,"Multi-city scans/labs brand with NCR relevance; public official URL, price-sensitive diagnostic market signal."
DL-NCR-056,diagnostic_lab,Prognosis Laboratories,,Delhi,Delhi NCR,https://www.prognosislabs.com/,,,,,https://www.prognosislabs.com/,Official site,researched,"Delhi laboratory brand; public official URL, local lead capture and report workflow candidate."
DL-NCR-057,diagnostic_lab,Niramaya PathLabs,,Delhi NCR,Delhi NCR,https://www.niramayapathlabs.com/,,,,,https://www.niramayapathlabs.com/,Official site,researched,Pathology lab brand with online test information; potential for local SEO/automation.
DL-NCR-058,diagnostic_lab,Star Imaging & Path Lab,,Delhi,Delhi NCR,https://www.starimagingindia.com/,,,,,https://www.starimagingindia.com/,Official site,researched,Delhi imaging and pathology provider; local appointment and digital trust opportunity.
DL-NCR-059,diagnostic_lab,Genestrings Diagnostic Centre,,Delhi,Delhi NCR,https://genestrings.co.in/,,,,,https://genestrings.co.in/,Official site,researched,Delhi/NCR molecular diagnostics brand; specialist testing and compliance/trust positioning opportunity.
DL-NCR-060,diagnostic_lab,Pathkind Labs,,Gurugram,Delhi NCR,https://www.pathkindlabs.com/,,,,,https://www.pathkindlabs.com/,Official site,researched,Gurugram-based national pathology brand; strong home collection/online booking fit.
