row_id,vertical,business_name,owner_name,city,metro,website,google_rating,google_reviews_count,whatsapp_number,instagram_handle,source_url,source_platform,status,notes
MUM-019,Dental clinic,Dentzz Dental Care Centres,,Mumbai,Mumbai,https://www.dentzzdental.com/,,,,,https://www.google.com/maps/search/?api=1&query=Dentzz%20Dental%20Care%20Centres%20Mumbai,Google Maps,researched,Premium cosmetic/implant dentistry brand; high-value digital presence target. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-020,Dental clinic,Sabka Dentist Andheri West,,Mumbai,Mumbai,https://www.sabkadentist.com/,,,,,https://www.google.com/maps/search/?api=1&query=Sabka%20Dentist%20Andheri%20West%20Mumbai,Google Maps,researched,Chain dental clinic; multiple branches; automation/online booking relevance. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-021,Dental clinic,Sabka Dentist Borivali West,,Mumbai,Mumbai,https://www.sabkadentist.com/,,,,,https://www.google.com/maps/search/?api=1&query=Sabka%20Dentist%20Borivali%20West%20Mumbai,Google Maps,researched,Chain dental clinic; branch-level local SEO/review hygiene opportunity. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-022,Dental clinic,Sabka Dentist Chembur,,Mumbai,Mumbai,https://www.sabkadentist.com/,,,,,https://www.google.com/maps/search/?api=1&query=Sabka%20Dentist%20Chembur%20Mumbai,Google Maps,researched,Chain dental clinic; branch-level digital funnel opportunity. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-023,Dental clinic,Clove Dental Andheri West,,Mumbai,Mumbai,https://clovedental.in/,,,,,https://www.google.com/maps/search/?api=1&query=Clove%20Dental%20Andheri%20West%20Mumbai,Google Maps,researched,National dental chain; public Maps listing; branch-level reviews and appointment funnel. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-024,Dental clinic,Clove Dental Powai,,Mumbai,Mumbai,https://clovedental.in/,,,,,https://www.google.com/maps/search/?api=1&query=Clove%20Dental%20Powai%20Mumbai,Google Maps,researched,National dental chain; public Maps listing; local landing-page opportunity. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-025,Dental clinic,32 Reasons Dental Centre,,Mumbai,Mumbai,https://32reasons.in/,,,,,https://www.google.com/maps/search/?api=1&query=32%20Reasons%20Dental%20Centre%20Mumbai,Google Maps,researched,Dental centre brand; public Maps/website; implant/cosmetic service positioning. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-026,Dental clinic,The Dental House Mumbai,,Mumbai,Mumbai,https://thedentalhouse.in/,,,,,https://www.google.com/maps/search/?api=1&query=The%20Dental%20House%20Mumbai,Google Maps,researched,Clinic website present; public Maps listing; premium branding signal. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-027,Dental clinic,Smile Essentials Dental Clinic,,Mumbai,Mumbai,https://smileessentials.in/,,,,,https://www.google.com/maps/search/?api=1&query=Smile%20Essentials%20Dental%20Clinic%20Mumbai,Google Maps,researched,Website present; public Maps listing; cosmetic/family dental positioning. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-028,Dental clinic,Dental Concepts Mumbai,,Mumbai,Mumbai,https://dentalconceptsindia.com/,,,,,https://www.google.com/maps/search/?api=1&query=Dental%20Concepts%20Mumbai,Google Maps,researched,Clinic/brand website present; public Maps listing; likely high-ticket dental services. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-029,Dental clinic,Dr. Teeth Dental Clinic,,Mumbai,Mumbai,https://drteeth.in/,,,,,https://www.google.com/maps/search/?api=1&query=Dr.%20Teeth%20Dental%20Clinic%20Mumbai,Google Maps,researched,Dental clinic brand; website present; local SEO/review opportunity. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-030,Dental clinic,Dental Creations Mumbai,,Mumbai,Mumbai,,,,,,https://www.google.com/maps/search/?api=1&query=Dental%20Creations%20Mumbai,Google Maps,researched,Public Maps listing target; verify website/decision maker before outreach. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-031,Dental clinic,The Dental Spa Mumbai,,Mumbai,Mumbai,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Dental%20Spa%20Mumbai,Google Maps,researched,Premium naming signal; public Maps listing; verify exact branch and website. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-032,Dental clinic,Dent Heal Dental Clinic,,Mumbai,Mumbai,,,,,,https://www.google.com/maps/search/?api=1&query=Dent%20Heal%20Dental%20Clinic%20Mumbai,Google Maps,researched,Public Maps listing target; verify WhatsApp and website before outreach. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-033,Dental clinic,My Smile Dental Clinic Mumbai,,Mumbai,Mumbai,,,,,,https://www.google.com/maps/search/?api=1&query=My%20Smile%20Dental%20Clinic%20Mumbai,Google Maps,researched,Public Maps listing target; common clinic name; verify duplicate/branch before outreach. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-034,Dental clinic,Pearl Dental Clinic Mumbai,,Mumbai,Mumbai,,,,,,https://www.google.com/maps/search/?api=1&query=Pearl%20Dental%20Clinic%20Mumbai,Google Maps,researched,Public Maps listing target; common clinic name; verify exact locality before outreach. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-035,Dental clinic,Family Dental Care Mumbai,,Mumbai,Mumbai,,,,,,https://www.google.com/maps/search/?api=1&query=Family%20Dental%20Care%20Mumbai,Google Maps,researched,Public Maps listing target; family dental positioning; verify duplicate/branch. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-036,Dental clinic,Advanced Dental Care Centre Mumbai,,Mumbai,Mumbai,,,,,,https://www.google.com/maps/search/?api=1&query=Advanced%20Dental%20Care%20Centre%20Mumbai,Google Maps,researched,Public Maps listing target; advanced-care positioning; website check needed. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-037,Dental clinic,Smile Bay Dental Clinic Mumbai,,Mumbai,Mumbai,,,,,,https://www.google.com/maps/search/?api=1&query=Smile%20Bay%20Dental%20Clinic%20Mumbai,Google Maps,researched,Public Maps listing target; premium/cosmetic naming signal. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-038,Dental clinic,Tooth Avenue Dental Clinic Mumbai,,Mumbai,Mumbai,,,,,,https://www.google.com/maps/search/?api=1&query=Tooth%20Avenue%20Dental%20Clinic%20Mumbai,Google Maps,researched,Public Maps listing target; verify exact branch and website. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-039,Dental clinic,Dentistree Dental Clinic Mumbai,,Mumbai,Mumbai,,,,,,https://www.google.com/maps/search/?api=1&query=Dentistree%20Dental%20Clinic%20Mumbai,Google Maps,researched,Public Maps listing target; verify duplicate/branch before outreach. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-040,Dental clinic,Signature Smiles Dental Clinic Mumbai,,Mumbai,Mumbai,,,,,,https://www.google.com/maps/search/?api=1&query=Signature%20Smiles%20Dental%20Clinic%20Mumbai,Google Maps,researched,Public Maps listing target; premium naming signal. Source URL is public Google Maps search URL; enrich place URL before outreach.
MUM-041,Diagnostic lab,Metropolis Healthcare Mumbai,,Mumbai,Mumbai,https://www.metropolisindia.com/,,,,,https://www.metropolisindia.com/,Official Site,researched,Major Mumbai-origin diagnostic chain; strong digital funnel and home sample collection.
MUM-042,Diagnostic lab,Thyrocare Mumbai,,Mumbai,Mumbai,https://www.thyrocare.com/,,,,,https://www.thyrocare.com/,Official Site,researched,National diagnostic chain headquartered in Navi Mumbai; preventive packages signal.
MUM-043,Diagnostic lab,Suburban Diagnostics Mumbai,,Mumbai,Mumbai,https://www.suburbandiagnostics.com/,,,,,https://www.suburbandiagnostics.com/,Official Site,researched,Mumbai diagnostic chain; online booking/home visit funnel.
MUM-044,Diagnostic lab,SRL Diagnostics Mumbai,,Mumbai,Mumbai,https://www.srlworld.com/,,,,,https://www.srlworld.com/,Official Site,researched,Large diagnostic brand; branch/local SEO and package pages.
MUM-045,Diagnostic lab,Dr Lal PathLabs Mumbai,,Mumbai,Mumbai,https://www.lalpathlabs.com/,,,,,https://www.lalpathlabs.com/,Official Site,researched,National pathology chain; Mumbai branches; digital booking focus.
MUM-046,Diagnostic lab,NM Medical Mumbai,,Mumbai,Mumbai,https://www.nmmedical.com/,,,,,https://www.nmmedical.com/,Official Site,researched,Mumbai diagnostic/imaging chain; premium health checkup positioning.
MUM-047,Diagnostic lab,Apollo Diagnostics Mumbai,,Mumbai,Mumbai,https://www.apollodiagnostics.in/,,,,,https://www.apollodiagnostics.in/,Official Site,researched,National diagnostics brand; home collection and package funnel.
MUM-048,Diagnostic lab,Healthians Mumbai,,Mumbai,Mumbai,https://www.healthians.com/,,,,,https://www.healthians.com/,Official Site,researched,Home diagnostics brand; strong package-driven lead funnel.
MUM-049,Diagnostic lab,Aarthi Scans and Labs Mumbai,,Mumbai,Mumbai,https://aarthiscan.com/,,,,,https://aarthiscan.com/,Official Site,researched,Imaging + lab chain; public branch listings; local SEO opportunity.
MUM-050,Diagnostic lab,Krsnaa Diagnostics Kurla West,,Mumbai,Mumbai,,,,,,https://www.justdial.com/Mumbai/Krsnaa-Diagnostics-Near-Kurla-Bhabha-Hospital-Brahman-Wadi-Near-Police-Station-Kurla-West/022PXX22-XX22-220915114615-Z3X7_BZDET,Justdial,researched,JD result: Kurla West; rated 4.9 based on 2161 reviews; high-review listing.
MUM-051,Diagnostic lab,Mumbai Diagnostic Centre Kurla West,,Mumbai,Mumbai,,,,,,https://www.justdial.com/Mumbai/Mumbai-Diagnostic-Centre-Near-Ram-Mahal-Hotel-Above-Swastik-Farshan-Mart-Kurla-West/022PXX22-XX22-121008202503-U1J8_BZDET,Justdial,researched,JD result: established 2006; rated 4.1 based on 79 reviews.
MUM-052,Diagnostic lab,Mumbai Scan & Diagnostic Centre Jogeshwari West,,Mumbai,Mumbai,,,,,,https://www.justdial.com/Mumbai/Mumbai-Scan-Diagnostic-Centre-Opposite-Sultanabad-Gate-Jogeshwari-West/022PXX22-XX22-250718184156-N3R8_BZDET,Justdial,researched,JD result: Jogeshwari West; rated 4.0 based on 18 reviews; pathology/imaging services.
MUM-053,Diagnostic lab,Pulse Hitech Health Services Mumbai,,Mumbai,Mumbai,https://pulsehitech.com/,,,,,https://pulsehitech.com/,Official Site,researched,Diagnostic/imaging centre; website present; likely health check packages.
MUM-054,Diagnostic lab,Jankharia Imaging Mumbai,,Mumbai,Mumbai,https://jankharia.com/,,,,,https://jankharia.com/,Official Site,researched,Specialist imaging centre; premium diagnostic positioning.
MUM-055,Diagnostic lab,Mahajan Imaging Mumbai,,Mumbai,Mumbai,https://www.mahajanimaging.com/,,,,,https://www.mahajanimaging.com/,Official Site,researched,Imaging diagnostics; premium radiology signal.
MUM-056,Diagnostic lab,Nucleus Diagnostic Centre Mumbai,,Mumbai,Mumbai,,,,,,https://www.google.com/maps/search/?api=1&query=Nucleus%20Diagnostic%20Centre%20Mumbai,Google Maps,researched,Public Maps listing target; verify website/contact before outreach.
MUM-057,Diagnostic lab,Prime Diagnostic Centre Mumbai,,Mumbai,Mumbai,,,,,,https://www.google.com/maps/search/?api=1&query=Prime%20Diagnostic%20Centre%20Mumbai,Google Maps,researched,Public Maps listing target; common name; verify exact locality before outreach.
MUM-058,Diagnostic lab,Accura Diagnostic Centre Mumbai,,Mumbai,Mumbai,,,,,,https://www.google.com/maps/search/?api=1&query=Accura%20Diagnostic%20Centre%20Mumbai,Google Maps,researched,Public Maps listing target; verify branch/contact before outreach.
MUM-059,Diagnostic lab,Matrix Diagnostics Mumbai,,Mumbai,Mumbai,,,,,,https://www.google.com/maps/search/?api=1&query=Matrix%20Diagnostics%20Mumbai,Google Maps,researched,Public Maps listing target; verify exact Mumbai listing before outreach.
MUM-060,Diagnostic lab,Wellness Diagnostics Mumbai,,Mumbai,Mumbai,,,,,,https://www.google.com/maps/search/?api=1&query=Wellness%20Diagnostics%20Mumbai,Google Maps,researched,Public Maps listing target; health checkup/package funnel opportunity.
